"","zip","county","avg_Math","avg_Eng","avg_Sci","AlgI","AlgII","BioI","Chemistry","ELA","EngI","EngII","EngIII","Math","Science","Enrollment","Pct_Black","Pct_Hispanic","Pct_Native_American","Pct_EL","Pct_SWD","Pct_ED","Per_Pupil_Expenditures","Pct_BHN","ACT_Composite","Pct_Chronically_Absent","Pct_Suspended","Pct_Expelled","Graduation","Dropout","CORE_region","primary_city","state","latitude","longitude","irs_estimated_population_2014"
"174",37056,"Dickson County",61.5333333333333,62.8,62.7333333333333,68.4,56.6,69.6,42.8,52.2,82.8,71.7,44.5,59.6,75.8,8120,8.1,4.9,0.6,1.6,16.2,53.1,8472.8,13.6,21,12.2,0.5,0,90.7,7.4,"Mid Cumberland CORE","Dickson","TN",36.07,-87.37,898
"175",37165,"Dickson County",61.5333333333333,62.8,62.7333333333333,68.4,56.6,69.6,42.8,52.2,82.8,71.7,44.5,59.6,75.8,8120,8.1,4.9,0.6,1.6,16.2,53.1,8472.8,13.6,21,12.2,0.5,0,90.7,7.4,"Mid Cumberland CORE","Slayden","TN",36.29,-87.47,131
"176",37181,"Dickson County",61.5333333333333,62.8,62.7333333333333,68.4,56.6,69.6,42.8,52.2,82.8,71.7,44.5,59.6,75.8,8120,8.1,4.9,0.6,1.6,16.2,53.1,8472.8,13.6,21,12.2,0.5,0,90.7,7.4,"Mid Cumberland CORE","Vanleer","TN",36.23,-87.44,1240
"177",37187,"Dickson County",61.5333333333333,62.8,62.7333333333333,68.4,56.6,69.6,42.8,52.2,82.8,71.7,44.5,59.6,75.8,8120,8.1,4.9,0.6,1.6,16.2,53.1,8472.8,13.6,21,12.2,0.5,0,90.7,7.4,"Mid Cumberland CORE","White Bluff","TN",36.1,-87.21,6300
"178",38007,"Dyer County",76.6333333333333,63.125,70.7333333333333,88.4,77.7,80.8,58,54.7,75,68.5,54.3,63.8,73.4,3739,7.1,3.1,0.2,0.1,11.1,60.1,8483,10.4,21.3,9.6,0,0,95,3.3,"Northwest CORE","Bogota","TN",36.16,-89.43,157
"179",38024,"Dyer County",76.6333333333333,63.125,70.7333333333333,88.4,77.7,80.8,58,54.7,75,68.5,54.3,63.8,73.4,3739,7.1,3.1,0.2,0.1,11.1,60.1,8483,10.4,21.3,9.6,0,0,95,3.3,"Northwest CORE","Dyersburg","TN",36.03,-89.38,22520
"180",38025,"Dyer County",76.6333333333333,63.125,70.7333333333333,88.4,77.7,80.8,58,54.7,75,68.5,54.3,63.8,73.4,3739,7.1,3.1,0.2,0.1,11.1,60.1,8483,10.4,21.3,9.6,0,0,95,3.3,"Northwest CORE","Dyersburg","TN",36.03,-89.38,924
"181",38030,"Dyer County",76.6333333333333,63.125,70.7333333333333,88.4,77.7,80.8,58,54.7,75,68.5,54.3,63.8,73.4,3739,7.1,3.1,0.2,0.1,11.1,60.1,8483,10.4,21.3,9.6,0,0,95,3.3,"Northwest CORE","Finley","TN",35.98,-89.58,770
"182",38047,"Dyer County",76.6333333333333,63.125,70.7333333333333,88.4,77.7,80.8,58,54.7,75,68.5,54.3,63.8,73.4,3739,7.1,3.1,0.2,0.1,11.1,60.1,8483,10.4,21.3,9.6,0,0,95,3.3,"Northwest CORE","Lenox","TN",36.09,-89.5,119
"183",38059,"Dyer County",76.6333333333333,63.125,70.7333333333333,88.4,77.7,80.8,58,54.7,75,68.5,54.3,63.8,73.4,3739,7.1,3.1,0.2,0.1,11.1,60.1,8483,10.4,21.3,9.6,0,0,95,3.3,"Northwest CORE","Newbern","TN",36.11,-89.26,6930
"184",38070,"Dyer County",76.6333333333333,63.125,70.7333333333333,88.4,77.7,80.8,58,54.7,75,68.5,54.3,63.8,73.4,3739,7.1,3.1,0.2,0.1,11.1,60.1,8483,10.4,21.3,9.6,0,0,95,3.3,"Northwest CORE","Tigrett","TN",35.94,-89.24,167
"185",38259,"Dyer County",76.6333333333333,63.125,70.7333333333333,88.4,77.7,80.8,58,54.7,75,68.5,54.3,63.8,73.4,3739,7.1,3.1,0.2,0.1,11.1,60.1,8483,10.4,21.3,9.6,0,0,95,3.3,"Northwest CORE","Trimble","TN",36.2,-89.18,710
"186",38010,"Fayette County",30.1666666666667,45.025,39.1333333333333,39.7,14.7,56.1,20.2,32.6,58.9,53.2,35.4,36.1,41.1,3220,58.8,5,0.1,2.3,13.9,80.6,9125.9,63.9,16.6,14.5,12.9,0,80.6,15.9,"Southwest/Memphis CORE","Braden","TN",35.36,-89.57,18
"187",38028,"Fayette County",30.1666666666667,45.025,39.1333333333333,39.7,14.7,56.1,20.2,32.6,58.9,53.2,35.4,36.1,41.1,3220,58.8,5,0.1,2.3,13.9,80.6,9125.9,63.9,16.6,14.5,12.9,0,80.6,15.9,"Southwest/Memphis CORE","Eads","TN",35.2,-89.66,6840
"188",38036,"Fayette County",30.1666666666667,45.025,39.1333333333333,39.7,14.7,56.1,20.2,32.6,58.9,53.2,35.4,36.1,41.1,3220,58.8,5,0.1,2.3,13.9,80.6,9125.9,63.9,16.6,14.5,12.9,0,80.6,15.9,"Southwest/Memphis CORE","Gallaway","TN",35.32,-89.63,407
"189",38045,"Fayette County",30.1666666666667,45.025,39.1333333333333,39.7,14.7,56.1,20.2,32.6,58.9,53.2,35.4,36.1,41.1,3220,58.8,5,0.1,2.3,13.9,80.6,9125.9,63.9,16.6,14.5,12.9,0,80.6,15.9,"Southwest/Memphis CORE","Laconia","TN",35.31,-89.23,28
"190",38046,"Fayette County",30.1666666666667,45.025,39.1333333333333,39.7,14.7,56.1,20.2,32.6,58.9,53.2,35.4,36.1,41.1,3220,58.8,5,0.1,2.3,13.9,80.6,9125.9,63.9,16.6,14.5,12.9,0,80.6,15.9,"Southwest/Memphis CORE","La Grange","TN",35.07,-89.25,205
"191",38048,"Fayette County",30.1666666666667,45.025,39.1333333333333,39.7,14.7,56.1,20.2,32.6,58.9,53.2,35.4,36.1,41.1,3220,58.8,5,0.1,2.3,13.9,80.6,9125.9,63.9,16.6,14.5,12.9,0,80.6,15.9,"Southwest/Memphis CORE","Macon","TN",35.17,-89.54,107
"192",38057,"Fayette County",30.1666666666667,45.025,39.1333333333333,39.7,14.7,56.1,20.2,32.6,58.9,53.2,35.4,36.1,41.1,3220,58.8,5,0.1,2.3,13.9,80.6,9125.9,63.9,16.6,14.5,12.9,0,80.6,15.9,"Southwest/Memphis CORE","Moscow","TN",35.06,-89.39,3380
"193",38060,"Fayette County",30.1666666666667,45.025,39.1333333333333,39.7,14.7,56.1,20.2,32.6,58.9,53.2,35.4,36.1,41.1,3220,58.8,5,0.1,2.3,13.9,80.6,9125.9,63.9,16.6,14.5,12.9,0,80.6,15.9,"Southwest/Memphis CORE","Oakland","TN",35.22,-89.51,9750
"194",38066,"Fayette County",30.1666666666667,45.025,39.1333333333333,39.7,14.7,56.1,20.2,32.6,58.9,53.2,35.4,36.1,41.1,3220,58.8,5,0.1,2.3,13.9,80.6,9125.9,63.9,16.6,14.5,12.9,0,80.6,15.9,"Southwest/Memphis CORE","Rossville","TN",35.04,-89.54,2720
"195",38068,"Fayette County",30.1666666666667,45.025,39.1333333333333,39.7,14.7,56.1,20.2,32.6,58.9,53.2,35.4,36.1,41.1,3220,58.8,5,0.1,2.3,13.9,80.6,9125.9,63.9,16.6,14.5,12.9,0,80.6,15.9,"Southwest/Memphis CORE","Somerville","TN",35.23,-89.35,9120
"196",38076,"Fayette County",30.1666666666667,45.025,39.1333333333333,39.7,14.7,56.1,20.2,32.6,58.9,53.2,35.4,36.1,41.1,3220,58.8,5,0.1,2.3,13.9,80.6,9125.9,63.9,16.6,14.5,12.9,0,80.6,15.9,"Southwest/Memphis CORE","Williston","TN",35.14,-89.44,740
"197",38504,"Fentress County",54.3,60.5,73.8666666666667,81.4,30.4,100,62.1,43.6,73.8,71.7,52.9,51.1,59.5,2092,0.5,1.2,0.1,0.5,16.5,74.7,9043.8,1.8,17.4,11.9,0,0,93.8,6.3,"Upper Cumberland CORE","Allardt","TN",36.38,-84.88,1080
"198",38553,"Fentress County",54.3,60.5,73.8666666666667,81.4,30.4,100,62.1,43.6,73.8,71.7,52.9,51.1,59.5,2092,0.5,1.2,0.1,0.5,16.5,74.7,9043.8,1.8,17.4,11.9,0,0,93.8,6.3,"Upper Cumberland CORE","Clarkrange","TN",36.21,-84.96,1910
"199",38556,"Fentress County",54.3,60.5,73.8666666666667,81.4,30.4,100,62.1,43.6,73.8,71.7,52.9,51.1,59.5,2092,0.5,1.2,0.1,0.5,16.5,74.7,9043.8,1.8,17.4,11.9,0,0,93.8,6.3,"Upper Cumberland CORE","Jamestown","TN",36.43,-84.93,8860
"200",38565,"Fentress County",54.3,60.5,73.8666666666667,81.4,30.4,100,62.1,43.6,73.8,71.7,52.9,51.1,59.5,2092,0.5,1.2,0.1,0.5,16.5,74.7,9043.8,1.8,17.4,11.9,0,0,93.8,6.3,"Upper Cumberland CORE","Grimsley","TN",36.25,-85.03,940
"201",37306,"Franklin County",54.4333333333333,54.3,49.6333333333333,64.5,53,61,29.7,42.2,71.2,62.6,41.2,45.8,58.2,5276,7.1,4.5,0.4,1,15.2,57.7,8610.1,12,18.7,12.8,4.1,0,89.1,5.6,"South Central CORE","Belvidere","TN",35.12,-86.18,2330
"202",37318,"Franklin County",54.4333333333333,54.3,49.6333333333333,64.5,53,61,29.7,42.2,71.2,62.6,41.2,45.8,58.2,5276,7.1,4.5,0.4,1,15.2,57.7,8610.1,12,18.7,12.8,4.1,0,89.1,5.6,"South Central CORE","Cowan","TN",35.16,-86.01,1590
"203",37324,"Franklin County",54.4333333333333,54.3,49.6333333333333,64.5,53,61,29.7,42.2,71.2,62.6,41.2,45.8,58.2,5276,7.1,4.5,0.4,1,15.2,57.7,8610.1,12,18.7,12.8,4.1,0,89.1,5.6,"South Central CORE","Decherd","TN",35.2,-86.08,4340
"204",37330,"Franklin County",54.4333333333333,54.3,49.6333333333333,64.5,53,61,29.7,42.2,71.2,62.6,41.2,45.8,58.2,5276,7.1,4.5,0.4,1,15.2,57.7,8610.1,12,18.7,12.8,4.1,0,89.1,5.6,"South Central CORE","Estill Springs","TN",35.26,-86.13,6060
"205",37345,"Franklin County",54.4333333333333,54.3,49.6333333333333,64.5,53,61,29.7,42.2,71.2,62.6,41.2,45.8,58.2,5276,7.1,4.5,0.4,1,15.2,57.7,8610.1,12,18.7,12.8,4.1,0,89.1,5.6,"South Central CORE","Huntland","TN",35.05,-86.26,2080
"206",37375,"Franklin County",54.4333333333333,54.3,49.6333333333333,64.5,53,61,29.7,42.2,71.2,62.6,41.2,45.8,58.2,5276,7.1,4.5,0.4,1,15.2,57.7,8610.1,12,18.7,12.8,4.1,0,89.1,5.6,"South Central CORE","Sewanee","TN",35.2,-85.92,2110
"207",37376,"Franklin County",54.4333333333333,54.3,49.6333333333333,64.5,53,61,29.7,42.2,71.2,62.6,41.2,45.8,58.2,5276,7.1,4.5,0.4,1,15.2,57.7,8610.1,12,18.7,12.8,4.1,0,89.1,5.6,"South Central CORE","Sherwood","TN",35.06,-85.95,360
"208",37383,"Franklin County",54.4333333333333,54.3,49.6333333333333,64.5,53,61,29.7,42.2,71.2,62.6,41.2,45.8,58.2,5276,7.1,4.5,0.4,1,15.2,57.7,8610.1,12,18.7,12.8,4.1,0,89.1,5.6,"South Central CORE","Sewanee","TN",35.2,-85.92,218
"209",37398,"Franklin County",54.4333333333333,54.3,49.6333333333333,64.5,53,61,29.7,42.2,71.2,62.6,41.2,45.8,58.2,5276,7.1,4.5,0.4,1,15.2,57.7,8610.1,12,18.7,12.8,4.1,0,89.1,5.6,"South Central CORE","Winchester","TN",35.18,-86.1,12790
"210",38449,"Giles County",56.5333333333333,53.1,49.1666666666667,64.8,56.6,51.3,33.4,45.3,74.5,56.2,36.4,48.2,62.8,3796,17.2,2.1,0.4,0.5,12.4,61.5,8952.3,19.7,18.2,27.6,3.1,0.4,87.2,9.9,"South Central CORE","Ardmore","TN",35.04,-86.82,2580
"211",38455,"Giles County",56.5333333333333,53.1,49.1666666666667,64.8,56.6,51.3,33.4,45.3,74.5,56.2,36.4,48.2,62.8,3796,17.2,2.1,0.4,0.5,12.4,61.5,8952.3,19.7,18.2,27.6,3.1,0.4,87.2,9.9,"South Central CORE","Elkton","TN",35.04,-86.89,428
"212",38460,"Giles County",56.5333333333333,53.1,49.1666666666667,64.8,56.6,51.3,33.4,45.3,74.5,56.2,36.4,48.2,62.8,3796,17.2,2.1,0.4,0.5,12.4,61.5,8952.3,19.7,18.2,27.6,3.1,0.4,87.2,9.9,"South Central CORE","Goodspring","TN",35.12,-87.14,1170
"213",38472,"Giles County",56.5333333333333,53.1,49.1666666666667,64.8,56.6,51.3,33.4,45.3,74.5,56.2,36.4,48.2,62.8,3796,17.2,2.1,0.4,0.5,12.4,61.5,8952.3,19.7,18.2,27.6,3.1,0.4,87.2,9.9,"South Central CORE","Lynnville","TN",35.37,-87,2260
"214",38473,"Giles County",56.5333333333333,53.1,49.1666666666667,64.8,56.6,51.3,33.4,45.3,74.5,56.2,36.4,48.2,62.8,3796,17.2,2.1,0.4,0.5,12.4,61.5,8952.3,19.7,18.2,27.6,3.1,0.4,87.2,9.9,"South Central CORE","Minor Hill","TN",35.03,-87.17,850
"215",38477,"Giles County",56.5333333333333,53.1,49.1666666666667,64.8,56.6,51.3,33.4,45.3,74.5,56.2,36.4,48.2,62.8,3796,17.2,2.1,0.4,0.5,12.4,61.5,8952.3,19.7,18.2,27.6,3.1,0.4,87.2,9.9,"South Central CORE","Prospect","TN",35.05,-87,2130
"216",38478,"Giles County",56.5333333333333,53.1,49.1666666666667,64.8,56.6,51.3,33.4,45.3,74.5,56.2,36.4,48.2,62.8,3796,17.2,2.1,0.4,0.5,12.4,61.5,8952.3,19.7,18.2,27.6,3.1,0.4,87.2,9.9,"South Central CORE","Pulaski","TN",35.19,-87.03,14530
"217",37708,"Grainger County",49,46.075,49.8333333333333,55.6,46.5,55.9,36.7,37.9,62.2,51.6,32.6,44.9,56.9,3385,0.7,5.5,0.2,0,16,66.3,8436.4,6.4,18,18.6,0.6,0.1,88.1,7.3,"East TN CORE","Bean Station","TN",36.34,-83.28,5430
"218",37709,"Grainger County",49,46.075,49.8333333333333,55.6,46.5,55.9,36.7,37.9,62.2,51.6,32.6,44.9,56.9,3385,0.7,5.5,0.2,0,16,66.3,8436.4,6.4,18,18.6,0.6,0.1,88.1,7.3,"East TN CORE","Blaine","TN",36.14,-83.69,3250
"219",37848,"Grainger County",49,46.075,49.8333333333333,55.6,46.5,55.9,36.7,37.9,62.2,51.6,32.6,44.9,56.9,3385,0.7,5.5,0.2,0,16,66.3,8436.4,6.4,18,18.6,0.6,0.1,88.1,7.3,"East TN CORE","Powder Springs","TN",36.24,-83.66,250
"220",37861,"Grainger County",49,46.075,49.8333333333333,55.6,46.5,55.9,36.7,37.9,62.2,51.6,32.6,44.9,56.9,3385,0.7,5.5,0.2,0,16,66.3,8436.4,6.4,18,18.6,0.6,0.1,88.1,7.3,"East TN CORE","Rutledge","TN",36.27,-83.52,6800
"221",37881,"Grainger County",49,46.075,49.8333333333333,55.6,46.5,55.9,36.7,37.9,62.2,51.6,32.6,44.9,56.9,3385,0.7,5.5,0.2,0,16,66.3,8436.4,6.4,18,18.6,0.6,0.1,88.1,7.3,"East TN CORE","Thorn Hill","TN",36.35,-83.41,1620
"222",37888,"Grainger County",49,46.075,49.8333333333333,55.6,46.5,55.9,36.7,37.9,62.2,51.6,32.6,44.9,56.9,3385,0.7,5.5,0.2,0,16,66.3,8436.4,6.4,18,18.6,0.6,0.1,88.1,7.3,"East TN CORE","Washburn","TN",36.31,-83.59,2200
"223",37616,"Greene County",55.7,53.5,57.8,64.1,57.1,63.2,50.5,43.4,71.8,61.8,37,45.9,59.7,6775,1.5,3.1,0.3,0.9,18,66.1,8282.5,4.9,18.9,18.1,5.7,0,93.7,3.1,"First TN CORE","Afton","TN",36.23,-82.75,4220
"224",37641,"Greene County",55.7,53.5,57.8,64.1,57.1,63.2,50.5,43.4,71.8,61.8,37,45.9,59.7,6775,1.5,3.1,0.3,0.9,18,66.1,8282.5,4.9,18.9,18.1,5.7,0,93.7,3.1,"First TN CORE","Chuckey","TN",36.24,-82.71,7090
"225",37743,"Greene County",55.7,53.5,57.8,64.1,57.1,63.2,50.5,43.4,71.8,61.8,37,45.9,59.7,6775,1.5,3.1,0.3,0.9,18,66.1,8282.5,4.9,18.9,18.1,5.7,0,93.7,3.1,"First TN CORE","Greeneville","TN",36.07,-82.86,20330
"226",37744,"Greene County",55.7,53.5,57.8,64.1,57.1,63.2,50.5,43.4,71.8,61.8,37,45.9,59.7,6775,1.5,3.1,0.3,0.9,18,66.1,8282.5,4.9,18.9,18.1,5.7,0,93.7,3.1,"First TN CORE","Greeneville","TN",36.16,-82.81,957
"227",37745,"Greene County",55.7,53.5,57.8,64.1,57.1,63.2,50.5,43.4,71.8,61.8,37,45.9,59.7,6775,1.5,3.1,0.3,0.9,18,66.1,8282.5,4.9,18.9,18.1,5.7,0,93.7,3.1,"First TN CORE","Greeneville","TN",36.16,-82.81,14710
"228",37809,"Greene County",55.7,53.5,57.8,64.1,57.1,63.2,50.5,43.4,71.8,61.8,37,45.9,59.7,6775,1.5,3.1,0.3,0.9,18,66.1,8282.5,4.9,18.9,18.1,5.7,0,93.7,3.1,"First TN CORE","Midway","TN",36.16,-83.04,1760
"229",37810,"Greene County",55.7,53.5,57.8,64.1,57.1,63.2,50.5,43.4,71.8,61.8,37,45.9,59.7,6775,1.5,3.1,0.3,0.9,18,66.1,8282.5,4.9,18.9,18.1,5.7,0,93.7,3.1,"First TN CORE","Mohawk","TN",36.18,-83.12,1520
"230",37818,"Greene County",55.7,53.5,57.8,64.1,57.1,63.2,50.5,43.4,71.8,61.8,37,45.9,59.7,6775,1.5,3.1,0.3,0.9,18,66.1,8282.5,4.9,18.9,18.1,5.7,0,93.7,3.1,"First TN CORE","Mosheim","TN",36.19,-82.95,4130
"231",37301,"Grundy County",42.4666666666667,48.275,47.1666666666667,47.9,41.7,51.9,41.9,32.4,62,62,36.7,37.8,47.7,2105,0.2,1,0.1,0.4,19,81.2,9087.9,1.3,17.6,18.1,0.3,0,90,5.3,"Southeast CORE","Altamont","TN",35.42,-85.72,1360
"232",37305,"Grundy County",42.4666666666667,48.275,47.1666666666667,47.9,41.7,51.9,41.9,32.4,62,62,36.7,37.8,47.7,2105,0.2,1,0.1,0.4,19,81.2,9087.9,1.3,17.6,18.1,0.3,0,90,5.3,"Southeast CORE","Beersheba Springs","TN",35.45,-85.67,590
"233",37313,"Grundy County",42.4666666666667,48.275,47.1666666666667,47.9,41.7,51.9,41.9,32.4,62,62,36.7,37.8,47.7,2105,0.2,1,0.1,0.4,19,81.2,9087.9,1.3,17.6,18.1,0.3,0,90,5.3,"Southeast CORE","Coalmont","TN",35.33,-85.71,1000
"234",37339,"Grundy County",42.4666666666667,48.275,47.1666666666667,47.9,41.7,51.9,41.9,32.4,62,62,36.7,37.8,47.7,2105,0.2,1,0.1,0.4,19,81.2,9087.9,1.3,17.6,18.1,0.3,0,90,5.3,"Southeast CORE","Gruetli Laager","TN",35.38,-85.63,1490
"235",37356,"Grundy County",42.4666666666667,48.275,47.1666666666667,47.9,41.7,51.9,41.9,32.4,62,62,36.7,37.8,47.7,2105,0.2,1,0.1,0.4,19,81.2,9087.9,1.3,17.6,18.1,0.3,0,90,5.3,"Southeast CORE","Monteagle","TN",35.24,-85.84,2150
"236",37365,"Grundy County",42.4666666666667,48.275,47.1666666666667,47.9,41.7,51.9,41.9,32.4,62,62,36.7,37.8,47.7,2105,0.2,1,0.1,0.4,19,81.2,9087.9,1.3,17.6,18.1,0.3,0,90,5.3,"Southeast CORE","Palmer","TN",35.35,-85.56,1170
"237",37366,"Grundy County",42.4666666666667,48.275,47.1666666666667,47.9,41.7,51.9,41.9,32.4,62,62,36.7,37.8,47.7,2105,0.2,1,0.1,0.4,19,81.2,9087.9,1.3,17.6,18.1,0.3,0,90,5.3,"Southeast CORE","Pelham","TN",35.32,-85.78,800
"238",37387,"Grundy County",42.4666666666667,48.275,47.1666666666667,47.9,41.7,51.9,41.9,32.4,62,62,36.7,37.8,47.7,2105,0.2,1,0.1,0.4,19,81.2,9087.9,1.3,17.6,18.1,0.3,0,90,5.3,"Southeast CORE","Tracy City","TN",35.25,-85.75,3380
"239",37778,"Hamblen County",66.1,57.8,61.3666666666667,76.7,63.3,70.9,43.9,48,74.1,68,41.1,58.3,69.3,9917,6.7,21.7,0.4,11.9,13.7,64.3,8109.2,28.8,19.7,5.2,3.7,0.4,91,6.4,"First TN CORE","Lowland","TN",36.15,-83.2,0
"240",37813,"Hamblen County",66.1,57.8,61.3666666666667,76.7,63.3,70.9,43.9,48,74.1,68,41.1,58.3,69.3,9917,6.7,21.7,0.4,11.9,13.7,64.3,8109.2,28.8,19.7,5.2,3.7,0.4,91,6.4,"First TN CORE","Morristown","TN",36.21,-83.29,15930
"241",37814,"Hamblen County",66.1,57.8,61.3666666666667,76.7,63.3,70.9,43.9,48,74.1,68,41.1,58.3,69.3,9917,6.7,21.7,0.4,11.9,13.7,64.3,8109.2,28.8,19.7,5.2,3.7,0.4,91,6.4,"First TN CORE","Morristown","TN",36.23,-83.34,29580
"242",37815,"Hamblen County",66.1,57.8,61.3666666666667,76.7,63.3,70.9,43.9,48,74.1,68,41.1,58.3,69.3,9917,6.7,21.7,0.4,11.9,13.7,64.3,8109.2,28.8,19.7,5.2,3.7,0.4,91,6.4,"First TN CORE","Morristown","TN",36.21,-83.29,662
"243",37816,"Hamblen County",66.1,57.8,61.3666666666667,76.7,63.3,70.9,43.9,48,74.1,68,41.1,58.3,69.3,9917,6.7,21.7,0.4,11.9,13.7,64.3,8109.2,28.8,19.7,5.2,3.7,0.4,91,6.4,"First TN CORE","Morristown","TN",36.21,-83.29,402
"244",37860,"Hamblen County",66.1,57.8,61.3666666666667,76.7,63.3,70.9,43.9,48,74.1,68,41.1,58.3,69.3,9917,6.7,21.7,0.4,11.9,13.7,64.3,8109.2,28.8,19.7,5.2,3.7,0.4,91,6.4,"First TN CORE","Russellville","TN",36.25,-83.19,3740
"245",37877,"Hamblen County",66.1,57.8,61.3666666666667,76.7,63.3,70.9,43.9,48,74.1,68,41.1,58.3,69.3,9917,6.7,21.7,0.4,11.9,13.7,64.3,8109.2,28.8,19.7,5.2,3.7,0.4,91,6.4,"First TN CORE","Talbott","TN",36.14,-83.4,7620
"246",37891,"Hamblen County",66.1,57.8,61.3666666666667,76.7,63.3,70.9,43.9,48,74.1,68,41.1,58.3,69.3,9917,6.7,21.7,0.4,11.9,13.7,64.3,8109.2,28.8,19.7,5.2,3.7,0.4,91,6.4,"First TN CORE","Whitesburg","TN",36.29,-83.13,3060
"247",37302,"Hamilton County",53.1333333333333,51.3,49.5,60.9,43.6,57.6,31.2,44.8,67.6,59.8,33,54.9,59.7,41904,31.1,9.6,0.2,5,12.7,60.5,9728.8,40.9,18.9,14.1,7.9,0.6,82.6,12,"Southeast CORE","Apison","TN",35.01,-85,3720
"248",37304,"Hamilton County",53.1333333333333,51.3,49.5,60.9,43.6,57.6,31.2,44.8,67.6,59.8,33,54.9,59.7,41904,31.1,9.6,0.2,5,12.7,60.5,9728.8,40.9,18.9,14.1,7.9,0.6,82.6,12,"Southeast CORE","Bakewell","TN",35.39,-85.11,0
"249",37308,"Hamilton County",53.1333333333333,51.3,49.5,60.9,43.6,57.6,31.2,44.8,67.6,59.8,33,54.9,59.7,41904,31.1,9.6,0.2,5,12.7,60.5,9728.8,40.9,18.9,14.1,7.9,0.6,82.6,12,"Southeast CORE","Birchwood","TN",35.36,-84.99,2480
"250",37315,"Hamilton County",53.1333333333333,51.3,49.5,60.9,43.6,57.6,31.2,44.8,67.6,59.8,33,54.9,59.7,41904,31.1,9.6,0.2,5,12.7,60.5,9728.8,40.9,18.9,14.1,7.9,0.6,82.6,12,"Southeast CORE","Collegedale","TN",35.05,-85.05,2155
"251",37341,"Hamilton County",53.1333333333333,51.3,49.5,60.9,43.6,57.6,31.2,44.8,67.6,59.8,33,54.9,59.7,41904,31.1,9.6,0.2,5,12.7,60.5,9728.8,40.9,18.9,14.1,7.9,0.6,82.6,12,"Southeast CORE","Harrison","TN",35.12,-85.14,11660
"252",37343,"Hamilton County",53.1333333333333,51.3,49.5,60.9,43.6,57.6,31.2,44.8,67.6,59.8,33,54.9,59.7,41904,31.1,9.6,0.2,5,12.7,60.5,9728.8,40.9,18.9,14.1,7.9,0.6,82.6,12,"Southeast CORE","Hixson","TN",35.16,-85.2,38480
"253",37350,"Hamilton County",53.1333333333333,51.3,49.5,60.9,43.6,57.6,31.2,44.8,67.6,59.8,33,54.9,59.7,41904,31.1,9.6,0.2,5,12.7,60.5,9728.8,40.9,18.9,14.1,7.9,0.6,82.6,12,"Southeast CORE","Lookout Mountain","TN",34.99,-85.35,1930
"254",37351,"Hamilton County",53.1333333333333,51.3,49.5,60.9,43.6,57.6,31.2,44.8,67.6,59.8,33,54.9,59.7,41904,31.1,9.6,0.2,5,12.7,60.5,9728.8,40.9,18.9,14.1,7.9,0.6,82.6,12,"Southeast CORE","Lupton City","TN",35.1,-85.26,300
"255",37363,"Hamilton County",53.1333333333333,51.3,49.5,60.9,43.6,57.6,31.2,44.8,67.6,59.8,33,54.9,59.7,41904,31.1,9.6,0.2,5,12.7,60.5,9728.8,40.9,18.9,14.1,7.9,0.6,82.6,12,"Southeast CORE","Ooltewah","TN",35.06,-85.09,32620
"256",37373,"Hamilton County",53.1333333333333,51.3,49.5,60.9,43.6,57.6,31.2,44.8,67.6,59.8,33,54.9,59.7,41904,31.1,9.6,0.2,5,12.7,60.5,9728.8,40.9,18.9,14.1,7.9,0.6,82.6,12,"Southeast CORE","Sale Creek","TN",35.38,-85.1,2670
"257",37377,"Hamilton County",53.1333333333333,51.3,49.5,60.9,43.6,57.6,31.2,44.8,67.6,59.8,33,54.9,59.7,41904,31.1,9.6,0.2,5,12.7,60.5,9728.8,40.9,18.9,14.1,7.9,0.6,82.6,12,"Southeast CORE","Signal Mountain","TN",35.13,-85.34,15470
"258",37379,"Hamilton County",53.1333333333333,51.3,49.5,60.9,43.6,57.6,31.2,44.8,67.6,59.8,33,54.9,59.7,41904,31.1,9.6,0.2,5,12.7,60.5,9728.8,40.9,18.9,14.1,7.9,0.6,82.6,12,"Southeast CORE","Soddy Daisy","TN",35.26,-85.17,23830
"259",37384,"Hamilton County",53.1333333333333,51.3,49.5,60.9,43.6,57.6,31.2,44.8,67.6,59.8,33,54.9,59.7,41904,31.1,9.6,0.2,5,12.7,60.5,9728.8,40.9,18.9,14.1,7.9,0.6,82.6,12,"Southeast CORE","Soddy Daisy","TN",35.26,-85.17,1172
"260",37401,"Hamilton County",53.1333333333333,51.3,49.5,60.9,43.6,57.6,31.2,44.8,67.6,59.8,33,54.9,59.7,41904,31.1,9.6,0.2,5,12.7,60.5,9728.8,40.9,18.9,14.1,7.9,0.6,82.6,12,"Southeast CORE","Chattanooga","TN",35.06,-85.25,510
"261",37402,"Hamilton County",53.1333333333333,51.3,49.5,60.9,43.6,57.6,31.2,44.8,67.6,59.8,33,54.9,59.7,41904,31.1,9.6,0.2,5,12.7,60.5,9728.8,40.9,18.9,14.1,7.9,0.6,82.6,12,"Southeast CORE","Chattanooga","TN",35.04,-85.32,2020
"262",37403,"Hamilton County",53.1333333333333,51.3,49.5,60.9,43.6,57.6,31.2,44.8,67.6,59.8,33,54.9,59.7,41904,31.1,9.6,0.2,5,12.7,60.5,9728.8,40.9,18.9,14.1,7.9,0.6,82.6,12,"Southeast CORE","Chattanooga","TN",35.05,-85.29,1690
