"","zip_code","agi_range","return_count","exemption_count","dependent_count","agi_amt","salary_wages_count","salary_wages_amt","taxable_interest_count","taxable_interest_amt","ordinary_dividends_count","ordinary_dividends_amt","business_income_count","business_income_amt","farm_income_count","net_capital_gain_count","net_capital_gain_amt","taxable_IRA_dist_count","taxable_IRA_dist_amt","pension_income_count","pension_income_amt","unemployment_count","unemployment_amt","social_security_count","social_security_amt","item_deduc_count","item_deduc_amt","charitable_contribution_count","charitable_contribution_amt","mortgage_int_count","mortgage_int_amt","property_tax_count","property_tax_amt","state_local_income_tax_count","state_local_income_tax_amt","state_local_sales_tax_count","state_local_sales_tax_amt","taxable_income_count","taxable_income_amt","tot_tax_credit_count","tot_tax_credit_amt","earned_income_credit_count","earned_income_credit_amt","excess_eaned_income_credit_count","excess_eaned_income_credit_amt","tax_liability_count","tax_liability_amt","balance_due_count","balance_due_amt","refund_count","refund_amt","paid_prep_count","year"
"2483",NA,"Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"2484","37841","Total","3330","7460","2670","125019","2810","96247","770","550","210","342","640","8327","120","190","710","260","2448","480","8708","390","1456","360","3647","420","8284","280","1546","290","2156","340","565","40","141","330","620","2210","68341","980","980","1120","2933","1000","2536","2230","10903","420","1395","2780","8297","2050",2013
"2485","37841","$1 under $25,000","1630","3040","1080","20837","1260","15301","230","177","50","47","330","2926","30","40","-5","90","549","170","1593","190","749","60","92","60","776","30","70","20","141","40","52","0","0","40","36","550","2850","140","37","820","2253","740","1949","750","714","140","129","1410","3695","980",2013
"2486","37841","$25,000 under $50,000","870","2100","750","31426","800","26312","210","143","50","84","150","1210","50","50","58","80","559","140","2083","130","450","150","872","100","1594","60","200","60","334","70","91","0","0","80","94","830","14023","410","313","300","680","260","587","680","1573","90","151","770","2479","530",2013
"2487","37841","$50,000 under $75,000","460","1260","460","27745","420","22974","140","68","40","41","80","947","0","30","177","40","372","90","2059","70","257","80","1148","110","2010","60","263","80","497","90","112","40","141","70","116","460","16874","250","358","0","0","0","0","440","2075","80","177","370","1128","290",2013
"2488","37841","$75,000 under $100,000","190","560","210","15997","170","12741","90","84","30","85","40","825","40","20","57","20","379","40","1105","0","0","40","760","50","1077","40","168","40","299","50","62","0","0","50","111","190","11128","100","176","0","0","0","0","180","1550","50","254","130","432","110",2013
"2489","37841","$100,000 under $200,000","150","420","140","18891","140","14675","80","58","40","85","40","2419","0","50","423","30","589","40","1868","0","0","30","775","80","1925","70","579","70","595","70","147","0","0","70","180","150","14594","80","96","0","0","0","0","150","2572","60","684","100","563","110",2013
"2490","37841","$200,000 or more","30","80","30","10123","20","4244","20","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","902","20","266","20","290","20","101","0","0","20","83","30","8872","0","0","0","0","0","0","30","2419","0","0","0","0","30",2013
"2491",NA,"Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"2492","37843","Total","1550","3110","900","62318","1260","46250","470","463","170","256","240","2705","170","170","782","130","1606","350","6088","120","423","220","2308","200","3671","140","631","130","1063","160","259","0","0","160","314","1080","36957","430","396","400","925","360","805","1090","5756","190","747","1300","3600","990",2013
"2493","37843","$1 under $25,000","720","1170","350","8930","550","6611","150","145","40","39","120","854","60","40","41","40","267","120","1037","60","191","40","53","20","341","0","0","0","0","20","24","0","0","20","20","270","1486","80","20","310","733","280","638","330","291","50","53","620","1365","430",2013
"2494","37843","$25,000 under $50,000","370","770","220","13474","320","10716","100","113","30","52","40","393","40","30","144","40","537","80","1196","30","125","80","481","50","655","40","77","40","293","30","33","0","0","40","49","360","6645","150","110","90","192","80","167","320","749","50","64","320","916","230",2013
"2495","37843","$50,000 under $75,000","250","630","190","14981","220","12375","110","71","40","53","50","158","40","40","189","20","254","70","1543","30","107","50","686","50","906","30","139","30","234","40","60","0","0","40","76","240","9343","120","166","0","0","0","0","230","1102","30","65","220","716","180",2013
"2496","37843","$75,000 under $100,000","110","280","70","9311","90","7198","50","65","30","57","0","0","30","20","55","30","548","40","843","0","0","20","403","30","464","30","104","20","155","30","39","0","0","20","47","110","6800","50","65","0","0","0","0","110","965","20","86","80","322","80",2013
"2497","37843","$100,000 under $200,000","80","210","70","9980","80","9350","60","69","30","55","30","1300","0","40","353","0","0","40","1469","0","0","30","685","50","1305","40","311","40","381","40","103","0","0","40","122","80","7856","30","35","0","0","0","0","80","1440","40","479","60","281","70",2013
"2498","37843","$200,000 or more","20","50","0","5642","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","4827","0","0","0","0","0","0","20","1209","0","0","0","0","0",2013
"2499",NA,"Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"2500","37846","Total","1980","4340","1540","76929","1720","60651","340","287","130","155","280","3290","160","170","630","100","1315","330","5515","130","456","200","2072","190","3602","140","799","160","1112","170","224","0","0","170","359","1400","43788","610","633","560","1399","500","1224","1320","6449","220","670","1720","4897","1070",2013
"2501","37846","$1 under $25,000","910","1570","560","11692","740","9509","100","59","30","14","140","1093","40","40","6","30","136","100","980","50","151","20","35","0","0","0","0","0","0","0","0","0","0","0","0","360","2115","100","31","390","1029","350","907","400","374","60","51","820","1902","440",2013
"2502","37846","$25,000 under $50,000","540","1280","470","19194","490","16220","80","126","30","20","50","622","30","40","79","40","482","100","1530","40","122","90","453","50","746","30","90","30","160","40","36","0","0","40","52","510","8819","260","208","170","370","150","317","410","962","60","100","480","1547","320",2013
"2503","37846","$50,000 under $75,000","280","770","280","17104","260","14333","70","27","40","73","30","190","30","30","168","0","0","60","1147","20","92","50","739","40","712","30","144","40","227","40","41","0","0","40","63","280","10718","140","206","0","0","0","0","260","1282","60","140","230","718","150",2013
"2504","37846","$75,000 under $100,000","150","430","140","13069","140","11041","40","33","0","0","30","313","30","30","80","30","697","40","800","20","91","40","845","50","877","40","228","40","294","40","64","0","0","40","99","150","9239","70","134","0","0","0","0","150","1221","0","0","130","494","90",2013
"2505","37846","$100,000 under $200,000","100","290","90","15870","90","9548","50","42","30","48","30","1072","30","30","297","0","0","30","1058","0","0","0","0","50","1267","40","337","50","431","50","83","0","0","50","145","100","12897","40","54","0","0","0","0","100","2610","40","379","60","236","70",2013
"2506","37846","$200,000 or more","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013
"2507",NA,"Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"2508","37847","Total","920","2080","750","32195","800","26077","180","82","30","14","130","1021","30","30","19","30","307","140","2036","140","504","110","932","60","1542","40","368","40","307","60","64","0","0","50","101","620","16529","290","264","340","914","300","797","590","2320","90","132","820","2479","600",2013
"2509","37847","$1 under $25,000","450","860","310","6130","360","4673","50","33","0","0","80","620","0","0","0","0","0","50","473","60","228","0","0","0","0","0","0","0","0","0","0","0","0","0","0","170","955","70","20","240","699","220","614","210","182","30","16","410","1168","280",2013
"2510","37847","$25,000 under $50,000","270","650","240","9450","250","8104","50","18","30","14","50","401","30","30","19","30","307","40","610","50","161","60","241","30","629","0","0","20","158","30","26","0","0","0","0","250","4186","120","108","100","215","80","183","190","436","40","48","240","803","190",2013
"2511","37847","$50,000 under $75,000","120","320","110","6882","110","6023","30","6","0","0","0","0","0","0","0","0","0","20","325","30","115","30","296","0","0","0","0","0","0","0","0","0","0","50","101","120","4133","70","90","0","0","0","0","110","468","0","0","110","300","80",2013
"2512","37847","$75,000 under $100,000","50","150","50","4312","50","3415","20","7","0","0","0","0","0","0","0","0","0","30","628","0","0","20","395","30","913","40","368","20","149","30","38","0","0","0","0","50","3022","30","46","0","0","0","0","50","410","20","68","60","208","30",2013
"2513","37847","$100,000 under $200,000","30","100","40","5421","30","3862","30","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","4233","0","0","0","0","0","0","30","824","0","0","0","0","20",2013
"2514","37847","$200,000 or more","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013
"2515",NA,"Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"2516","37848","Total","110","240","60","3992","90","3118","30","5","0","0","0","0","20","0","0","0","0","20","95","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80","2219","40","27","30","58","0","0","90","283","0","0","90","231","70",2013
"2517","37848","$1 under $25,000","40","80","0","504","30","352","30","5","0","0","0","0","20","0","0","0","0","20","95","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","58","0","0","0","0","0","0","30","62","20",2013
"2518","37848","$25,000 under $50,000","40","100","60","1553","40","1412","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50","874","40","27","0","0","0","0","60","105","0","0","60","169","30",2013
"2519","37848","$50,000 under $75,000","30","60","0","1935","20","1354","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","1345","0","0","0","0","0","0","30","178","0","0","0","0","20",2013
"2520","37848","$75,000 under $100,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013
"2521","37848","$100,000 under $200,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013
"2522","37848","$200,000 or more","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013
"2523",NA,"Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"2524","37849","Total","11680","23890","7570","602130","9860","456482","3280","3117","1540","3997","1820","25186","90","1270","5183","1160","15697","2590","52854","470","2134","1760","22475","2550","47414","2100","13698","2040","14501","2350","3329","80","404","2190","4864","9090","394467","3720","4427","2130","4867","1820","4166","8910","65796","1860","5777","9430","23823","5360",2013
"2525","37849","$1 under $25,000","4360","6080","1830","53041","3410","40100","680","490","250","291","660","4547","30","220","64","300","1755","640","5506","190","882","200","363","230","3520","150","404","160","1088","190","214","0","0","180","181","1870","10748","440","132","1420","3509","1260","3053","2100","1792","350","266","3770","6990","1820",2013
"2526","37849","$25,000 under $50,000","2820","5910","1980","103245","2410","81619","640","454","280","432","370","4076","0","210","412","270","2314","640","10046","120","554","570","3700","480","6541","340","1168","370","2158","420","441","0","0","380","527","2720","52158","1170","1003","710","1358","560","1113","2380","6106","360","512","2420","6504","1270",2013
"2527","37849","$50,000 under $75,000","1820","4450","1370","112648","1610","89407","610","420","290","700","290","2836","30","220","417","220","2713","480","10253","80","347","400","6027","540","8650","440","2145","430","2634","500","580","40","85","470","865","1820","72374","870","1326","0","0","0","0","1770","9175","350","746","1450","3944","900",2013
"2528","37849","$75,000 under $100,000","1230","3390","1090","106352","1100","83633","510","442","230","594","230","2884","0","190","665","150","2099","380","10071","50","199","280","5600","480","8949","420","2418","400","3049","450","606","0","0","420","958","1230","75147","600","1090","0","0","0","0","1220","10183","270","705","940","3148","600",2013
"2529","37849","$100,000 under $200,000","1270","3540","1120","162469","1170","125694","700","718","400","1205","220","5592","30","330","2000","190","5001","390","13613","30","152","270","5788","690","15006","630","5220","590","4680","670","1092","40","319","620","1801","1270","126569","590","852","0","0","0","0","1260","21909","430","1959","790","2831","650",2013
"2530","37849","$200,000 or more","180","520","180","64375","160","36029","140","593","90","775","50","5251","0","100","1625","30","1815","60","3365","0","0","40","997","130","4748","120","2343","90","892","120","396","0","0","120","532","180","57471","50","24","0","0","0","0","180","16631","100","1589","60","406","120",2013
"2531",NA,"Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"2532","37852","Total","870","1900","680","27879","730","21883","140","66","20","10","130","1465","30","0","0","40","388","130","1822","100","454","80","691","80","1333","50","240","50","318","60","63","0","0","60","96","550","14077","240","250","300","746","270","641","560","2004","100","208","750","2032","500",2013
"2533","37852","$1 under $25,000","460","840","280","5801","350","4090","50","28","20","10","80","655","0","0","0","20","163","70","586","60","259","0","0","0","0","0","0","0","0","30","23","0","0","0","0","150","885","40","13","220","577","200","491","210","191","40","20","410","955","260",2013
"2534","37852","$25,000 under $50,000","240","550","200","8526","220","7143","40","17","0","0","30","375","30","0","0","20","225","30","615","40","195","50","226","40","501","0","0","0","0","0","0","0","0","30","39","230","3978","110","90","80","169","70","150","180","440","30","56","200","646","140",2013
"2535","37852","$50,000 under $75,000","110","320","120","7000","110","5960","30","6","0","0","20","435","0","0","0","0","0","30","621","0","0","30","465","40","832","50","240","50","318","30","40","0","0","30","57","110","4283","60","97","0","0","0","0","110","495","30","132","100","280","70",2013
"2536","37852","$75,000 under $100,000","40","120","50","3091","30","2552","20","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40","2091","30","50","0","0","0","0","40","282","0","0","40","151","30",2013
"2537","37852","$100,000 under $200,000","20","70","30","3461","20","2138","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","2840","0","0","0","0","0","0","20","596","0","0","0","0","0",2013
"2538","37852","$200,000 or more","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013
"2539",NA,"Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"2540","37853","Total","1650","3250","1030","71491","1360","52411","380","339","200","516","250","1666","40","160","411","140","1922","350","6317","70","259","260","3151","270","5609","240","1521","210","1608","240","335","0","0","240","493","1190","44252","450","429","410","880","350","765","1150","7563","200","449","1400","3465","840",2013
"2541","37853","$1 under $25,000","740","1140","350","9103","580","7051","100","80","40","52","110","560","0","40","26","40","249","110","997","30","122","30","48","20","453","0","0","0","0","0","0","0","0","0","0","300","1673","70","24","290","669","260","594","340","260","40","29","660","1305","350",2013
"2542","37853","$25,000 under $50,000","430","940","350","15489","370","12338","80","103","40","23","50","258","0","30","100","40","374","100","1601","40","137","100","604","70","1217","70","228","60","366","70","75","0","0","70","85","410","7430","180","152","120","211","90","171","340","806","40","39","390","1106","230",2013
"2543","37853","$50,000 under $75,000","220","520","150","13100","190","9998","70","29","40","164","30","203","40","30","73","20","316","70","1407","0","0","60","817","50","828","40","175","40","253","40","47","0","0","40","72","220","8341","100","114","0","0","0","0","210","1041","40","48","180","490","110",2013
"2544","37853","$75,000 under $100,000","120","300","80","10172","100","7704","40","25","30","110","30","209","0","20","15","20","328","30","868","0","0","30","705","50","958","50","191","50","327","50","64","0","0","50","109","120","7236","50","77","0","0","0","0","120","992","30","60","90","278","70",2013
"2545","37853","$100,000 under $200,000","110","270","70","13592","100","10233","70","57","50","167","30","436","0","40","197","20","655","40","1444","0","0","40","977","60","1379","60","545","60","662","60","92","0","0","80","227","110","10592","50","62","0","0","0","0","110","1843","50","273","80","286","60",2013
"2546","37853","$200,000 or more","30","80","30","10035","20","5087","20","45","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","774","20","382","0","0","20","57","0","0","0","0","30","8980","0","0","0","0","0","0","30","2621","0","0","0","0","20",2013
"2547",NA,"Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"2548","37854","Total","4910","10070","3240","206140","4100","155535","1070","1565","460","1385","630","6842","100","390","1442","380","5266","1180","22825","340","1607","780","8581","670","13749","480","2821","470","3581","570","1183","60","212","540","1278","3460","124575","1340","1276","1280","3193","1140","2795","3450","20158","560","1601","4200","11344","2450",2013
"2549","37854","$1 under $25,000","2290","3830","1300","28995","1800","21634","260","268","120","192","300","2371","0","100","106","110","637","380","3429","130","618","110","171","80","1551","50","123","40","217","50","90","0","0","60","58","890","5244","230","57","950","2546","880","2257","1050","900","130","109","2040","4564","1020",2013
"2550","37854","$25,000 under $50,000","1250","2700","860","44938","1060","34368","280","330","100","183","140","1118","40","80","128","100","905","330","5909","110","507","320","1997","140","2255","80","272","80","485","110","143","30","58","100","144","1200","21455","490","372","330","647","260","538","1040","2426","130","152","1100","3055","640",2013
"2551","37854","$50,000 under $75,000","630","1590","510","38821","570","31388","190","206","70","124","80","328","40","60","325","60","601","180","4017","50","179","150","2171","140","2390","90","349","100","585","120","163","0","0","120","234","630","24693","290","412","0","0","0","0","620","3059","100","181","530","1618","360",2013
"2552","37854","$75,000 under $100,000","350","920","280","30225","320","23331","130","144","60","178","40","400","0","50","164","40","720","120","3412","50","303","100","1809","110","2239","90","507","90","700","100","227","0","0","100","237","350","21520","170","254","0","0","0","0","350","2915","60","143","280","1001","200",2013
"2553","37854","$100,000 under $200,000","330","890","260","42948","300","31553","170","271","80","490","70","2625","20","70","308","70","2403","140","5072","0","0","100","2433","160","3424","130","803","130","1195","150","365","30","154","130","419","330","33893","140","174","0","0","0","0","330","5921","110","460","220","892","190",2013
"2554","37854","$200,000 or more","60","140","30","20213","50","13261","40","346","30","218","0","0","0","30","411","0","0","30","986","0","0","0","0","40","1890","40","767","30","399","40","195","0","0","30","186","60","17770","20","7","0","0","0","0","60","4937","30","556","30","214","40",2013
"2555",NA,"Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"2556","37857","Total","8030","16690","5360","306414","6560","228643","2330","2638","760","2125","1220","13914","450","820","3820","770","10999","1800","31590","470","1932","1190","12489","890","17277","630","3101","630","4615","760","1274","80","358","720","1451","5420","176095","2240","2269","2360","5596","2090","4768","5470","27609","860","3001","6900","19148","4700",2013
"2557","37857","$1 under $25,000","3810","6490","2130","46041","2860","32648","660","519","200","252","650","4692","140","260","211","260","1767","630","5619","210","829","170","283","100","1582","50","108","50","269","80","114","0","0","80","85","1310","6967","330","89","1730","4287","1560","3662","1710","1433","230","154","3370","7503","2130",2013
"2558","37857","$25,000 under $50,000","2110","4710","1570","75815","1830","60428","620","484","180","240","260","1973","120","180","441","190","2287","480","7735","140","542","480","2754","210","3612","140","478","130","796","160","194","0","0","170","233","2000","35697","920","739","630","1309","530","1106","1690","3984","180","282","1920","5966","1240",2013
"2559","37857","$50,000 under $75,000","1120","2850","870","68442","1000","53361","460","454","140","240","150","944","90","150","473","140","2232","330","6925","80","378","270","3860","200","3594","130","516","140","853","160","228","40","83","160","301","1120","43112","540","744","0","0","0","0","1090","5309","190","404","920","2924","670",2013
"2560","37857","$75,000 under $100,000","600","1600","480","51225","530","38746","320","324","110","389","70","675","60","100","467","100","2220","210","5325","40","183","170","3144","180","3355","130","650","150","1150","170","234","0","0","150","365","600","36705","290","481","0","0","0","0","590","4930","120","344","470","1693","370",2013
"2561","37857","$100,000 under $200,000","330","900","270","42859","300","29858","220","718","100","354","70","2274","40","90","658","80","2493","130","4449","0","0","100","2448","160","3704","140","765","130","1188","150","352","40","275","130","358","330","33609","140","196","0","0","0","0","330","6078","110","893","220","1062","240",2013
"2562","37857","$200,000 or more","60","140","40","22032","40","13602","50","139","30","650","20","3356","0","40","1570","0","0","20","1537","0","0","0","0","40","1430","40","584","30","359","40","152","0","0","30","109","60","20005","20","20","0","0","0","0","60","5875","30","924","0","0","50",2013
"2563",NA,"Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"2564","37860","Total","1820","3770","1220","77388","1590","63206","420","272","160","205","260","1768","80","150","162","140","1410","350","5660","130","492","220","2414","270","5154","200","845","220","1697","240","254","0","0","240","565","1380","46024","620","709","410","867","370","748","1350","6491","170","422","1600","4203","1100",2013
"2565","37860","$1 under $25,000","740","1120","350","9238","590","6992","110","73","30","15","110","735","0","30","18","40","230","110","1075","60","235","20","29","0","0","0","0","0","0","0","0","0","0","0","0","310","1737","70","21","290","675","270","586","350","283","30","19","670","1325","420",2013
"2566","37860","$25,000 under $50,000","470","960","310","17230","430","14595","110","76","40","56","60","246","60","40","35","40","387","100","1271","30","120","90","540","80","1227","50","107","60","428","60","52","0","0","70","106","460","8761","210","172","120","192","100","162","400","985","40","55","430","1152","290",2013
"2567","37860","$50,000 under $75,000","310","850","290","19052","290","15874","80","54","30","59","50","338","0","50","72","30","359","70","1295","40","137","60","798","70","1449","50","212","60","435","60","62","0","0","70","129","310","11616","180","267","0","0","0","0","300","1376","40","89","270","822","200",2013
"2568","37860","$75,000 under $100,000","180","510","170","15461","170","13122","60","34","30","14","20","190","20","0","0","30","434","40","1224","0","0","50","1047","50","897","40","185","40","297","50","47","0","0","40","107","180","10979","100","171","0","0","0","0","180","1409","30","64","150","535","110",2013
"2569","37860","$100,000 under $200,000","120","330","100","16407","110","12623","60","35","30","61","20","259","0","30","37","0","0","30","795","0","0","0","0","70","1581","60","341","60","537","70","93","0","0","60","223","120","12931","60","78","0","0","0","0","120","2438","30","195","80","369","80",2013
"2570","37860","$200,000 or more","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013
"2571",NA,"Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"2572","37861","Total","3200","6800","2160","129753","2660","98884","960","798","310","828","480","4717","340","320","1667","240","2821","710","12642","220","862","450","4735","370","7312","280","1312","280","2070","320","505","40","179","310","650","2200","76179","880","952","810","1925","710","1626","2240","12078","380","1163","2710","7432","2050",2013
"2573","37861","$1 under $25,000","1460","2510","820","17636","1110","12822","290","180","80","114","230","1694","100","80","35","90","471","240","2069","100","326","60","120","30","409","0","0","20","114","20","26","0","0","30","21","500","2580","100","24","580","1444","520","1229","670","554","100","77","1270","2650","890",2013
"2574","37861","$25,000 under $50,000","830","1890","630","29831","730","24492","240","183","70","163","100","957","80","70","178","50","491","190","2530","70","320","180","932","90","1653","80","215","60","376","70","84","0","0","80","113","790","13702","350","281","230","481","190","397","670","1577","70","122","750","2315","540",2013
"2575","37861","$50,000 under $75,000","460","1200","360","28464","420","23402","180","153","50","67","80","601","80","60","118","40","626","120","2190","50","216","100","1399","90","1468","60","215","60","438","80","114","0","0","70","149","460","17956","240","330","0","0","0","0","450","2226","90","151","370","1148","310",2013
"2576","37861","$75,000 under $100,000","240","670","220","20398","220","15995","110","58","40","61","30","375","40","40","63","30","538","80","2100","0","0","50","941","60","1112","50","218","50","355","50","71","40","179","50","120","240","14451","120","206","0","0","0","0","240","1922","50","110","190","673","160",2013
"2577","37861","$100,000 under $200,000","180","460","130","22261","160","16223","110","114","70","423","40","1090","40","70","1273","30","695","80","3753","0","0","60","1343","100","2670","90","664","90","787","100","210","0","0","80","247","180","17375","70","111","0","0","0","0","180","2927","70","703","130","646","120",2013
"2578","37861","$200,000 or more","30","70","0","11163","20","5950","30","110","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","10115","0","0","0","0","0","0","30","2872","0","0","0","0","30",2013
"2579",NA,"Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"2580","37862","Total","9870","19530","6580","403379","8180","257722","2640","4368","1090","4923","1570","21608","80","1080","9858","830","10461","1730","36677","780","2273","1340","15373","1520","32202","1220","7584","1120","9485","1290","2123","140","952","1240","2697","6640","243205","2400","2768","2410","5444","2070","4766","6380","45178","1450","5975","7980","20194","5560",2013
"2581","37862","$1 under $25,000","5240","8370","2840","67287","4300","53557","780","659","280","445","750","5391","20","260","172","250","1427","530","4556","420","1087","180","254","240","3724","160","398","140","964","180","229","30","45","180","206","2160","11968","520","157","1920","4461","1680","3955","2350","2012","400","339","4560","9295","2660",2013
"2582","37862","$25,000 under $50,000","2410","5700","2260","85172","2080","66583","600","665","210","511","360","3966","40","220","116","180","1599","450","8011","220","666","450","2598","330","5219","240","721","250","1724","270","305","0","0","270","409","2270","38688","970","758","490","983","390","811","1850","4540","360","608","2010","5825","1390",2013
"2583","37862","$50,000 under $75,000","1030","2420","660","62602","850","42774","480","480","200","560","180","2167","0","190","569","160","2126","330","8210","80","258","320","4524","300","5618","240","931","220","1657","250","315","20","64","250","461","1020","39635","410","550","0","0","0","0","990","5253","260","697","740","1986","660",2013
